postcode,name,id,typeOf,containedInPlace
W110,Stinky Pickeringia Street,_:fictional/place/stinky-pickeringia-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W111,Funded Salome Street,_:fictional/place/funded-salome-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W112,Plumb Mocia Street,_:fictional/place/plumb-mocia-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W113,Fulfilling Thia Street,_:fictional/place/fulfilling-thia-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W114,Neutered Rotraut Street,_:fictional/place/neutered-rotraut-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W115,Clapping Zerlina Street,_:fictional/place/clapping-zerlina-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W116,Disdainful Kunigunde Street,_:fictional/place/disdainful-kunigunde-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W117,Metallurgical Kartvelia Street,_:fictional/place/metallurgical-kartvelia-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W118,Funny Atropos Street,_:fictional/place/funny-atropos-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W119,Politician Mechthild Street,_:fictional/place/politician-mechthild-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W120,Joyful Koronis Street,_:fictional/place/joyful-koronis-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W121,Skirting Philagoria Street,_:fictional/place/skirting-philagoria-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W122,Pliable Cyane Street,_:fictional/place/pliable-cyane-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W123,Civilised Genua Street,_:fictional/place/civilised-genua-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W124,Unregulated Amanda Street,_:fictional/place/unregulated-amanda-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W125,Suave Elsa Street,_:fictional/place/suave-elsa-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W126,Hopeless Antonia Street,_:fictional/place/hopeless-antonia-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W127,Corroborated Montefiore Street,_:fictional/place/corroborated-montefiore-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W128,Unreasonable Armenia Street,_:fictional/place/unreasonable-armenia-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W129,Measuring Bethgea Street,_:fictional/place/measuring-bethgea-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W130,Correlated Norma Street,_:fictional/place/correlated-norma-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W131,Neurological Primula Street,_:fictional/place/neurological-primula-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W132,Plausible Ducrosa Street,_:fictional/place/plausible-ducrosa-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W133,Flammable Fiducia Street,_:fictional/place/flammable-fiducia-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W134,Simplistic Bertha Street,_:fictional/place/simplistic-bertha-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W135,Circumstantial Euryanthe Street,_:fictional/place/circumstantial-euryanthe-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W136,Devastating Holda Street,_:fictional/place/devastating-holda-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W137,Convex Justitia Street,_:fictional/place/convex-justitia-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W138,Pitching Bali Street,_:fictional/place/pitching-bali-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W139,Chirping Ottilia Street,_:fictional/place/chirping-ottilia-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W140,Lifted Amneris Street,_:fictional/place/lifted-amneris-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W141,Meaningful Tatjana Street,_:fictional/place/meaningful-tatjana-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W142,Freckled Libussa Street,_:fictional/place/freckled-libussa-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W143,Posed Chlosinde Street,_:fictional/place/posed-chlosinde-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W144,Positive Admete Street,_:fictional/place/positive-admete-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W145,Fitted Campania Street,_:fictional/place/fitted-campania-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W146,Sprung Bohlinia Street,_:fictional/place/sprung-bohlinia-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W147,Unremitting Erida Street,_:fictional/place/unremitting-erida-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W148,Muscled Walpurga Street,_:fictional/place/muscled-walpurga-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W149,Contaminated Persephone Street,_:fictional/place/contaminated-persephone-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W150,Entangled Vienna Street,_:fictional/place/entangled-vienna-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W151,Doing Eudora Street,_:fictional/place/doing-eudora-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W152,Unsafe Chloe Street,_:fictional/place/unsafe-chloe-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W153,Lessening Isberga Street,_:fictional/place/lessening-isberga-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W154,Signed Melusina Street,_:fictional/place/signed-melusina-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W155,Doctrinal Lova Street,_:fictional/place/doctrinal-lova-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W156,Multidisciplinary Lalage Street,_:fictional/place/multidisciplinary-lalage-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W157,Colloquial Emita Street,_:fictional/place/colloquial-emita-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W158,Grande Ismene Street,_:fictional/place/grande-ismene-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W159,Unsanitary Petrina Street,_:fictional/place/unsanitary-petrina-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W160,Grammatical Phthia Street,_:fictional/place/grammatical-phthia-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W161,Dissident Fidelio Street,_:fictional/place/dissident-fidelio-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W162,Remorseless Sophia Street,_:fictional/place/remorseless-sophia-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W163,Unreliable Loreley Street,_:fictional/place/unreliable-loreley-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W164,Disparate Seppina Street,_:fictional/place/disparate-seppina-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W165,Luxurious Kordula Street,_:fictional/place/luxurious-kordula-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W166,Cathartic Kovacia Street,_:fictional/place/cathartic-kovacia-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W167,Confederate Modestia Street,_:fictional/place/confederate-modestia-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W168,Downbeat Adeona Street,_:fictional/place/downbeat-adeona-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W169,Entire Kundry Street,_:fictional/place/entire-kundry-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W170,Inking Hansa Street,_:fictional/place/inking-hansa-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W171,Mastered Murray Street,_:fictional/place/mastered-murray-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W172,Grateful Ada Street,_:fictional/place/grateful-ada-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W173,Feathered Zubaida Street,_:fictional/place/feathered-zubaida-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W174,Conceptual Senta Street,_:fictional/place/conceptual-senta-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W175,Liberating Berkeley Street,_:fictional/place/liberating-berkeley-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W176,Gratuitous Lacrimosa Street,_:fictional/place/gratuitous-lacrimosa-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W177,Disheveled Cloelia Street,_:fictional/place/disheveled-cloelia-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W178,Carefree Portlandia Street,_:fictional/place/carefree-portlandia-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W179,Grudging Jetta Street,_:fictional/place/grudging-jetta-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W180,Lightest Wisibada Street,_:fictional/place/lightest-wisibada-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W181,Unsupervised Lumen Street,_:fictional/place/unsupervised-lumen-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W182,Possible Vanadis Street,_:fictional/place/possible-vanadis-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W183,Unsealed Regina Street,_:fictional/place/unsealed-regina-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W184,Materialistic Asteria Street,_:fictional/place/materialistic-asteria-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W185,Untimely Alma Street,_:fictional/place/untimely-alma-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W186,Laughable Amalia Street,_:fictional/place/laughable-amalia-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W187,Magazine Newtonia Street,_:fictional/place/magazine-newtonia-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W188,Intern Juewa Street,_:fictional/place/intern-juewa-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W189,Squint Wilhelmina Street,_:fictional/place/squint-wilhelmina-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W190,Low-carb Taurinensis Street,_:fictional/place/low-carb-taurinensis-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W191,Candied Nolli Street,_:fictional/place/candied-nolli-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W192,Torrent Veronika Street,_:fictional/place/torrent-veronika-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W193,Subjugated Gerlinde Street,_:fictional/place/subjugated-gerlinde-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W194,Networked Charlotte Street,_:fictional/place/networked-charlotte-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W195,Reminiscent Oceana Street,_:fictional/place/reminiscent-oceana-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W196,Renewable Hidalgo Street,_:fictional/place/renewable-hidalgo-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W197,Long-held Mabella Street,_:fictional/place/long-held-mabella-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W198,Indigo Lioba Street,_:fictional/place/indigo-lioba-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W199,Blue-collar Romilda Street,_:fictional/place/blue-collar-romilda-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W200,Burial Beagle Street,_:fictional/place/burial-beagle-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W201,Diffused Aase Street,_:fictional/place/diffused-aase-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W202,Journalistic Pamina Street,_:fictional/place/journalistic-pamina-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W203,Stainless Hertha Street,_:fictional/place/stainless-hertha-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W204,Determined Camelia Street,_:fictional/place/determined-camelia-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W205,Folic Austria Street,_:fictional/place/folic-austria-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W206,Succeeding Transvaalia Street,_:fictional/place/succeeding-transvaalia-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W207,Spineless Myrrha Street,_:fictional/place/spineless-myrrha-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W208,Telepathic Stephania Street,_:fictional/place/telepathic-stephania-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W209,Blocked Benkoela Street,_:fictional/place/blocked-benkoela-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W210,Bungling Evelyn Street,_:fictional/place/bungling-evelyn-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W211,Convertible Newcombia Street,_:fictional/place/convertible-newcombia-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W212,Cooked Montague Avenue,_:fictional/place/cooked-montague-avenue,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W213,Uppity Selinur Street,_:fictional/place/uppity-selinur-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W214,Locked Malabar Street,_:fictional/place/locked-malabar-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W215,Unwrapped Prymno Street,_:fictional/place/unwrapped-prymno-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W216,Lobster Berenike Street,_:fictional/place/lobster-berenike-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W217,Insidious Begonia Street,_:fictional/place/insidious-begonia-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W218,Morbid Elektra Street,_:fictional/place/morbid-elektra-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W219,Philosophical Sulamitis Street,_:fictional/place/philosophical-sulamitis-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W220,Unwary Herculina Street,_:fictional/place/unwary-herculina-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W221,Dread Frostia Street,_:fictional/place/dread-frostia-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W222,Limitless Barnardiana Street,_:fictional/place/limitless-barnardiana-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W223,Petrochemical Barcelona Street,_:fictional/place/petrochemical-barcelona-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W224,Improbable Bononia Street,_:fictional/place/improbable-bononia-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W225,Cleansed Hersilia Street,_:fictional/place/cleansed-hersilia-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W226,Irritate Steina Street,_:fictional/place/irritate-steina-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W227,Deodorant Hirundo Street,_:fictional/place/deodorant-hirundo-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W228,Broker Johanna Street,_:fictional/place/broker-johanna-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W229,Broiled Nansenia Street,_:fictional/place/broiled-nansenia-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W230,Useless Agnia Street,_:fictional/place/useless-agnia-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W231,Upstart Naema Street,_:fictional/place/upstart-naema-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W232,Swarthy Centesima Street,_:fictional/place/swarthy-centesima-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W233,Irresolute Denise Street,_:fictional/place/irresolute-denise-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W234,Freakish Dejopeja Street,_:fictional/place/freakish-dejopeja-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W235,Defective Kastalia Street,_:fictional/place/defective-kastalia-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W236,Brimstone Edisona Street,_:fictional/place/brimstone-edisona-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W237,Fresh Laodica Street,_:fictional/place/fresh-laodica-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W238,Jealous Desdemona Street,_:fictional/place/jealous-desdemona-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W239,Valiant Barbara Street,_:fictional/place/valiant-barbara-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W240,Liver Cosima Street,_:fictional/place/liver-cosima-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W241,Timid Monachia Street,_:fictional/place/timid-monachia-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W242,Foul-mouthed Xanthippe Street,_:fictional/place/foul-mouthed-xanthippe-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W243,Decreased Comacina Street,_:fictional/place/decreased-comacina-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W244,Redeemable Iolanda Street,_:fictional/place/redeemable-iolanda-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W245,Perplexed Ottegebe Street,_:fictional/place/perplexed-ottegebe-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W246,Inheriting Monterosa Street,_:fictional/place/inheriting-monterosa-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W247,Banned Annika Street,_:fictional/place/banned-annika-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W248,Picturesque Poesia Street,_:fictional/place/picturesque-poesia-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W249,Misshapen Baumeia Street,_:fictional/place/misshapen-baumeia-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W250,Cardinal Diotima Street,_:fictional/place/cardinal-diotima-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W251,Formulaic Atala Street,_:fictional/place/formulaic-atala-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W252,Valid Gratia Street,_:fictional/place/valid-gratia-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W253,Formative Abundantia Street,_:fictional/place/formative-abundantia-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W254,Culminate Cremona Street,_:fictional/place/culminate-cremona-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W255,Regal Eurykleia Street,_:fictional/place/regal-eurykleia-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W256,Reflecting Jucunda Street,_:fictional/place/reflecting-jucunda-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W257,Brazen Latona Street,_:fictional/place/brazen-latona-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W258,Dandy Althaea Street,_:fictional/place/dandy-althaea-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W259,Valued Ahrensa Street,_:fictional/place/valued-ahrensa-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W260,Timely Leontina Street,_:fictional/place/timely-leontina-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W261,Timed Bamberga Street,_:fictional/place/timed-bamberga-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W262,Intemperate Joella Street,_:fictional/place/intemperate-joella-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W263,Contraceptive Tergeste Street,_:fictional/place/contraceptive-tergeste-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W264,Combined Nausikaa Street,_:fictional/place/combined-nausikaa-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W265,Comely Nicolaia Street,_:fictional/place/comely-nicolaia-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W266,Doable Gryphia Street,_:fictional/place/doable-gryphia-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W267,Penal Kerstin Street,_:fictional/place/penal-kerstin-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W268,Strengthened Jubilatrix Street,_:fictional/place/strengthened-jubilatrix-street,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
W269,Consequential Gaspra Avenue,_:fictional/place/consequential-gaspra-avenue,_:typeof/fictional-place,_:fictional/place/cy-clxx-ward
